gene_symbol	ENTREZ_ID	is_coreseed	is_magma_sig	in_setA	P_meta	Q_meta	P_meta	GWAS_Grade	Q_gwas1	Q_gwas2
NPHP3	27031	FALSE	FALSE	FALSE	0.795808	0.970646	0.795808	None	0.821867	0.924893
CLDN7	1366	FALSE	FALSE	FALSE	0.795892	0.970646	0.795892	None	1	0.670551
OR10J1	26476	FALSE	FALSE	FALSE	0.795912	0.970646	0.795912	None	0.997928	0.718359
MYADM	91663	FALSE	FALSE	FALSE	0.795991	0.970676	0.795991	None	0.987484	
SFPQ	6421	FALSE	FALSE	FALSE	0.796068	0.970704	0.796068	None	0.850567	0.913263
RD3L	647286	FALSE	FALSE	FALSE	0.796277	0.970892	0.796277	None	0.997774	0.836154
SRCAP	10847	FALSE	FALSE	FALSE	0.796369	0.970938	0.796369	None	0.945218	0.933455
LEFTY1	10637	FALSE	FALSE	FALSE	0.79655	0.971018	0.79655	None	0.91962	0.883696
ACO2	50	FALSE	FALSE	FALSE	0.796582	0.971018	0.796582	None	0.985689	0.787169
LOXHD1	125336	FALSE	FALSE	FALSE	0.796597	0.971018	0.796597	None	0.962254	0.916465
TPT1	7178	FALSE	FALSE	FALSE	0.796682	0.971056	0.796682	None	0.975023	0.896925
UFSP1	402682	FALSE	FALSE	FALSE	0.796737	0.971057	0.796737	None	0.85171	0.913263
C8orf58	541565	FALSE	FALSE	FALSE	0.796822	0.971095	0.796822	None	0.71521	0.973301
BEST4	266675	FALSE	FALSE	FALSE	0.797031	0.971128	0.797031	None	0.950967	0.929639
TNNI3	7137	FALSE	FALSE	FALSE	0.797038	0.971128	0.797038	None	0.981358	0.887593
FOXJ1	2302	FALSE	FALSE	FALSE	0.797098	0.971128	0.797098	None	0.915517	0.95297
PCDHB13	56123	FALSE	FALSE	FALSE	0.797102	0.971128	0.797102	None	0.845074	0.971634
TMEM114	283953	FALSE	FALSE	FALSE	0.797121	0.971128	0.797121	None	0.963079	0.836154
SYT14	255928	FALSE	FALSE	FALSE	0.797284	0.971231	0.797284	None	0.800242	0.937394
FADS6	283985	FALSE	FALSE	FALSE	0.797348	0.971231	0.797348	None	0.962254	0.837166
MS4A6A	64231	FALSE	FALSE	FALSE	0.797378	0.971231	0.797378	None	0.990983	0.772536
SF3B1	23451	FALSE	FALSE	FALSE	0.797475	0.971231	0.797475	None	0.992958	0.750217
UNC5A	90249	FALSE	FALSE	FALSE	0.797509	0.971231	0.797509	None	0.96476	0.913263
ASB14	142686	FALSE	FALSE	FALSE	0.797539	0.971231	0.797539	None	0.988159	0.777912
CAD	790	FALSE	FALSE	FALSE	0.797587	0.971231	0.797587	None	0.716561	0.997631
YY1AP1	55249	FALSE	FALSE	FALSE	0.797638	0.971231	0.797638	None	0.935597	0.938725
TOR1AIP1	26092	FALSE	FALSE	FALSE	0.797755	0.971307	0.797755	None	0.970084	0.906263
TEKT4	150483	FALSE	FALSE	FALSE	0.797869	0.97138	0.797869	None	0.938772	0.937873
RPRML	388394	FALSE	FALSE	FALSE	0.798127	0.971596	0.798127	None	0.99961	0.714112
SYT16	83851	FALSE	FALSE	FALSE	0.798246	0.971596	0.798246	None	0.975486	0.800691
PAOX	196743	FALSE	FALSE	FALSE	0.798259	0.971596	0.798259	None	0.943582	0.935227
ZCCHC8	55596	FALSE	FALSE	FALSE	0.798263	0.971596	0.798263	None	0.91962	0.883616
CERS3	204219	FALSE	FALSE	FALSE	0.798424	0.971686	0.798424	None	0.962254	0.916465
HACE1	57531	FALSE	FALSE	FALSE	0.798488	0.971686	0.798488	None	0.981358	0.795906
XIRP1	165904	FALSE	FALSE	FALSE	0.798569	0.971686	0.798569	None	1	0.819306
PLAC8L1	153770	FALSE	FALSE	FALSE	0.79857	0.971686	0.79857	None	0.948229	0.931184
HSPA4L	22824	FALSE	FALSE	FALSE	0.798608	0.971686	0.798608	None	1	0.705866
AHSP	51327	FALSE	FALSE	FALSE	0.798711	0.971745	0.798711	None	0.994988	0.844585
CABCOCO1	219621	FALSE	FALSE	FALSE	0.798802	0.97179	0.798802	None	1	0.688459
PDYN	5173	FALSE	FALSE	FALSE	0.799014	0.971982	0.799014	None	0.957513	0.847462
CCDC78	124093	FALSE	FALSE	FALSE	0.799073	0.971988	0.799073	None	0.986906	
SERPINB8	5271	FALSE	FALSE	FALSE	0.799323	0.972226	0.799323	None	1	0.812729
MCMBP	79892	FALSE	FALSE	FALSE	0.799391	0.972243	0.799391	None	0.968093	0.909936
HOXB6	3216	FALSE	FALSE	FALSE	0.799503	0.972313	0.799503	None	0.950967	0.857833
OR13J1	392309	FALSE	FALSE	FALSE	0.799566	0.972323	0.799566	None	1	0.602418
ACSS3	79611	FALSE	FALSE	FALSE	0.799842	0.972594	0.799842	None	0.96892	0.908582
TPK1	27010	FALSE	FALSE	FALSE	0.799916	0.972608	0.799916	None	1	0.771259
DNA2	1763	FALSE	FALSE	FALSE	0.799962	0.972608	0.799962	None	0.989757	0.774479
TBPL2	387332	FALSE	FALSE	FALSE	0.800044	0.97264	0.800044	None	0.965525	0.912461
COPG2	26958	FALSE	FALSE	FALSE	0.800156	0.972705	0.800156	None	0.969258	0.908449
CALCB	797	FALSE	FALSE	FALSE	0.800218	0.972705	0.800218	None	0.955682	0.921348
PRAME	23532	FALSE	FALSE	FALSE	0.80026	0.972705	0.80026	None	0.38463	
CSNK1G2	1455	FALSE	FALSE	FALSE	0.800341	0.972707	0.800341	None	0.968885	0.908582
RSPH6A	81492	FALSE	FALSE	FALSE	0.800397	0.972707	0.800397	None	0.979655	0.799327
XRCC1	7515	FALSE	FALSE	FALSE	0.800524	0.972707	0.800524	None	0.975023	0.893759
ZNF8	7554	FALSE	FALSE	FALSE	0.800576	0.972707	0.800576	None	1	0.637041
COL6A3	1293	FALSE	FALSE	FALSE	0.800718	0.972707	0.800718	None	0.969313	0.822194
LMAN2	10960	FALSE	FALSE	FALSE	0.800733	0.972707	0.800733	None	0.994988	0.733642
TRMT112	51504	FALSE	FALSE	FALSE	0.800772	0.972707	0.800772	None	0.975023	0.892805
MAPK14	1432	FALSE	FALSE	FALSE	0.800827	0.972707	0.800827	None	0.865467	0.91031
NECTIN3	25945	FALSE	FALSE	FALSE	0.800831	0.972707	0.800831	None	0.919599	0.887459
LGR6	59352	FALSE	FALSE	FALSE	0.801004	0.972707	0.801004	None	0.925179	0.875345
ENTREZ:101928596	101928596	FALSE	FALSE	FALSE	0.80111	0.972707	0.80111	None	0.962254	0.84398
DIS3L	115752	FALSE	FALSE	FALSE	0.801126	0.972707	0.801126	None	1	0.71887
NEK2	4751	FALSE	FALSE	FALSE	0.801173	0.972707	0.801173	None	0.871473	0.908582
BLVRB	645	FALSE	FALSE	FALSE	0.801184	0.972707	0.801184	None	0.915517	0.887943
MAPK8IP3	23162	FALSE	FALSE	FALSE	0.801225	0.972707	0.801225	None	0.963147	0.836154
SAMD13	148418	FALSE	FALSE	FALSE	0.801288	0.972707	0.801288	None	0.716561	0.972645
LRCH4	4034	FALSE	FALSE	FALSE	0.801316	0.972707	0.801316	None	0.977099	0.800414
ENTREZ:101927655	101927655	FALSE	FALSE	FALSE	0.801316	0.972707	0.801316	None	0.977099	0.800414
TTC19	54902	FALSE	FALSE	FALSE	0.801318	0.972707	0.801318	None	1	0.623545
PHF23	79142	FALSE	FALSE	FALSE	0.801427	0.972707	0.801427	None	1	0.706712
UGT1A10	54575	FALSE	FALSE	FALSE	0.801454	0.972707	0.801454	None	0.994585	0.844652
EFNB2	1948	FALSE	FALSE	FALSE	0.801481	0.972707	0.801481	None	0.975023	0.893737
ARFGAP1	55738	FALSE	FALSE	FALSE	0.801599	0.972707	0.801599	None	0.944891	0.862657
NDE1	54820	FALSE	FALSE	FALSE	0.801681	0.972707	0.801681	None	0.963251	0.913263
SNED1	25992	FALSE	FALSE	FALSE	0.801808	0.972707	0.801808	None	0.970708	0.903415
TCF20	6942	FALSE	FALSE	FALSE	0.801909	0.972707	0.801909	None	1	0.64544
PIGT	51604	FALSE	FALSE	FALSE	0.801947	0.972707	0.801947	None	0.958525	0.918471
PSG5	5673	FALSE	FALSE	FALSE	0.80196	0.972707	0.80196	None	0.61439	
FAM229A	100128071	FALSE	FALSE	FALSE	0.801999	0.972707	0.801999	None	0.930195	
TSSK3	81629	FALSE	FALSE	FALSE	0.801999	0.972707	0.801999	None	0.930195	
DNAH2	146754	FALSE	FALSE	FALSE	0.802015	0.972707	0.802015	None	0.915766	0.950686
ZDHHC2	51201	FALSE	FALSE	FALSE	0.802141	0.972707	0.802141	None	0.989346	0.869496
SNTB1	6641	FALSE	FALSE	FALSE	0.802192	0.972707	0.802192	None	0.975023	0.807878
MLN	4295	FALSE	FALSE	FALSE	0.802226	0.972707	0.802226	None	0.999655	0.827888
GFAP	2670	FALSE	FALSE	FALSE	0.802238	0.972707	0.802238	None	0.964013	0.836154
SRRM2	23524	FALSE	FALSE	FALSE	0.802245	0.972707	0.802245	None	0.915517	0.951648
NTN1	9423	FALSE	FALSE	FALSE	0.802269	0.972707	0.802269	None	0.990572	0.866597
BMP3	651	FALSE	FALSE	FALSE	0.802502	0.972725	0.802502	None	1	0.80673
NSMCE3	56160	FALSE	FALSE	FALSE	0.80263	0.972725	0.80263	None	0.975023	0.89165
PIP5K1A	8394	FALSE	FALSE	FALSE	0.802746	0.972725	0.802746	None	0.975023	0.808135
LRRC66	339977	FALSE	FALSE	FALSE	0.802757	0.972725	0.802757	None	1	0.658944
CD300E	342510	FALSE	FALSE	FALSE	0.802771	0.972725	0.802771	None	0.728598	0.966195
DBNDD1	79007	FALSE	FALSE	FALSE	0.802775	0.972725	0.802775	None	0.969258	0.90655
SLC68A1	79847	FALSE	FALSE	FALSE	0.802792	0.972725	0.802792	None	0.954945	0.85516
STON2	85439	FALSE	FALSE	FALSE	0.802853	0.972725	0.802853	None	0.96048	0.846188
SMARCAL1	50485	FALSE	FALSE	FALSE	0.802861	0.972725	0.802861	None	0.99623	0.730411
SAYSD1	55776	FALSE	FALSE	FALSE	0.802932	0.972725	0.802932	None	0.958525	0.847144
SRSF8	10929	FALSE	FALSE	FALSE	0.802943	0.972725	0.802943	None	0.963079	0.838522
RTL1	388015	FALSE	FALSE	FALSE	0.802952	0.972725	0.802952	None	0.967611	0.83258
TNR	7143	FALSE	FALSE	FALSE	0.803033	0.972725	0.803033	None	1	0.612477
PSMC3	5702	FALSE	FALSE	FALSE	0.803058	0.972725	0.803058	None	0.954945	0.924974
TAB2	23118	FALSE	FALSE	FALSE	0.80318	0.972725	0.80318	None	0.981358	0.886913
SYPL2	284612	FALSE	FALSE	FALSE	0.803228	0.972725	0.803228	None	0.6975	0.977454
RPS6KA5	9252	FALSE	FALSE	FALSE	0.80327	0.972725	0.80327	None	0.911121	0.895067
H2BC15	8341	FALSE	FALSE	FALSE	0.803309	0.972725	0.803309	None	0.992958	0.754553
WDR48	57599	FALSE	FALSE	FALSE	0.803315	0.972725	0.803315	None	1	0.788387
NECTIN1	5818	FALSE	FALSE	FALSE	0.803397	0.972759	0.803397	None	1	0.627438
LAMTOR2	28956	FALSE	FALSE	FALSE	0.803737	0.973009	0.803737	None	0.94339	0.863829
U2AF1	7307	FALSE	FALSE	FALSE	0.803819	0.973009	0.803819	None	0.923209	0.881724
FAM124B	79843	FALSE	FALSE	FALSE	0.803826	0.973009	0.803826	None	0.883589	0.96328
NR0B2	8431	FALSE	FALSE	FALSE	0.803997	0.973009	0.803997	None	0.989346	0.869252
SMC6	79677	FALSE	FALSE	FALSE	0.804098	0.973009	0.804098	None	0.970084	0.8214
SGTB	54557	FALSE	FALSE	FALSE	0.80411	0.973009	0.80411	None	0.956068	0.919892
PIWIL2	55124	FALSE	FALSE	FALSE	0.80422	0.973009	0.80422	None	0.990114	0.867233
DCAKD	79877	FALSE	FALSE	FALSE	0.804454	0.973009	0.804454	None	0.975023	0.8963
RICTOR	253260	FALSE	FALSE	FALSE	0.804462	0.973009	0.804462	None	0.857732	0.967841
FURIN	5045	FALSE	FALSE	FALSE	0.804566	0.973009	0.804566	None	0.950088	0.928646
OR52E8	390079	FALSE	FALSE	FALSE	0.804586	0.973009	0.804586	None	1	0.685078
ADAM18	8749	FALSE	FALSE	FALSE	0.804632	0.973009	0.804632	None	0.75594	0.956981
APOA4	337	FALSE	FALSE	FALSE	0.804645	0.973009	0.804645	None	0.992958	0.767808
VSX1	30813	FALSE	FALSE	FALSE	0.804683	0.973009	0.804683	None	0.985689	0.878114
DNAJC5G	285126	FALSE	FALSE	FALSE	0.804701	0.973009	0.804701	None	0.681805	1
IZUMO2	126123	FALSE	FALSE	FALSE	0.804709	0.973009	0.804709	None	0.975023	0.893562
POLDIP2	26073	FALSE	FALSE	FALSE	0.804769	0.973009	0.804769	None	0.986906	0.874325
IMMP2L	83943	FALSE	FALSE	FALSE	0.804803	0.973009	0.804803	None	1	0.709171
PCARE	388939	FALSE	FALSE	FALSE	0.804829	0.973009	0.804829	None	0.923209	0.883269
MCM6	4175	FALSE	FALSE	FALSE	0.804897	0.973009	0.804897	None	1	0.657993
RPE	6120	FALSE	FALSE	FALSE	0.804919	0.973009	0.804919	None	1	0.820829
KIDINS220	57498	FALSE	FALSE	FALSE	0.80492	0.973009	0.80492	None	0.828207	0.923975
ERAL1	26284	FALSE	FALSE	FALSE	0.805032	0.973009	0.805032	None	1	0.688459
MACROH2A2	55506	FALSE	FALSE	FALSE	0.805049	0.973009	0.805049	None	0.970708	0.82076
SERPINE2	5270	FALSE	FALSE	FALSE	0.805074	0.973009	0.805074	None	0.955682	0.92022
CD3E	916	FALSE	FALSE	FALSE	0.805131	0.973009	0.805131	None	0.923209	0.883199
KIFC1	3833	FALSE	FALSE	FALSE	0.805155	0.973009	0.805155	None	0.94459	0.86297
SELENOK	58515	FALSE	FALSE	FALSE	0.805177	0.973009	0.805177	None	0.975023	0.892211
ADAM2	2515	FALSE	FALSE	FALSE	0.805267	0.973009	0.805267	None	0.720487	0.968047
RINL	126432	FALSE	FALSE	FALSE	0.805327	0.973009	0.805327	None	0.896028	0.900302
SLC4A8	9498	FALSE	FALSE	FALSE	0.805395	0.973009	0.805395	None	0.757073	0.955685
NPM1	4869	FALSE	FALSE	FALSE	0.805446	0.973009	0.805446	None	0.98079	0.800061
COG2	22796	FALSE	FALSE	FALSE	0.805557	0.973009	0.805557	None	0.907873	0.896628
SHISA4	149345	FALSE	FALSE	FALSE	0.805583	0.973009	0.805583	None	0.969635	0.822246
ZNF468	90333	FALSE	FALSE	FALSE	0.805594	0.973009	0.805594	None	0.98521	0.791391
CDKN2A	1029	FALSE	FALSE	FALSE	0.805621	0.973009	0.805621	None	0.998133	0.718652
OR2T8	343172	FALSE	FALSE	FALSE	0.805654	0.973009	0.805654	None	0.93097	0.873818
MINDY1	55793	FALSE	FALSE	FALSE	0.805666	0.973009	0.805666	None	0.954945	0.926469
UGT1A8	54576	FALSE	FALSE	FALSE	0.805785	0.973087	0.805785	None	0.99628	0.836154
SNRPD3	6634	FALSE	FALSE	FALSE	0.805997	0.973264	0.805997	None	0.990149	0.865907
TANK	10010	FALSE	FALSE	FALSE	0.80604	0.973264	0.80604	None	0.994657	0.843645
BTG3	10950	FALSE	FALSE	FALSE	0.80611	0.973282	0.80611	None	0.986906	0.872914
EAF1	85403	FALSE	FALSE	FALSE	0.806296	0.973319	0.806296	None	0.800242	0.942078
UCHL3	7347	FALSE	FALSE	FALSE	0.806416	0.973319	0.806416	None	0.975023	0.806151
TP53INP2	58476	FALSE	FALSE	FALSE	0.806427	0.973319	0.806427	None	0.994799	0.737787
INPP4B	8821	FALSE	FALSE	FALSE	0.806455	0.973319	0.806455	None	0.969258	0.90655
SUMF1	285362	FALSE	FALSE	FALSE	0.806528	0.973319	0.806528	None	0.994799	0.843425
C2orf66	401027	FALSE	FALSE	FALSE	0.806555	0.973319	0.806555	None	1	0.557836
CDKL4	344387	FALSE	FALSE	FALSE	0.806579	0.973319	0.806579	None	0.969258	0.823463
GFRA1	2674	FALSE	FALSE	FALSE	0.806633	0.973319	0.806633	None	0.971024	0.820316
SLC45A1	50651	FALSE	FALSE	FALSE	0.806692	0.973319	0.806692	None	0.880473	0.963453
PGPEP1L	145814	FALSE	FALSE	FALSE	0.806714	0.973319	0.806714	None	0.985067	0.879173
RNF115	27246	FALSE	FALSE	FALSE	0.806737	0.973319	0.806737	None	0.925146	0.880718
CPA6	57094	FALSE	FALSE	FALSE	0.806992	0.973465	0.806992	None	0.94339	0.865242
ANKRD26	22852	FALSE	FALSE	FALSE	0.807101	0.973465	0.807101	None	1	0.800691
PLCB1	23236	FALSE	FALSE	FALSE	0.807146	0.973465	0.807146	None	0.970708	0.901563
ZC3H10	84872	FALSE	FALSE	FALSE	0.807239	0.973465	0.807239	None	0.968885	0.908449
PLAC9	219348	FALSE	FALSE	FALSE	0.807264	0.973465	0.807264	None	0.869144	0.964842
MC2R	4158	FALSE	FALSE	FALSE	0.807289	0.973465	0.807289	None	1	0.784459
COQ7	10229	FALSE	FALSE	FALSE	0.807312	0.973465	0.807312	None	0.998318	0.718359
NUCB1	4924	FALSE	FALSE	FALSE	0.807336	0.973465	0.807336	None	0.975695	0.889163
POSTN	10631	FALSE	FALSE	FALSE	0.807362	0.973465	0.807362	None	0.992958	0.760229
ADAD1	132612	FALSE	FALSE	FALSE	0.807402	0.973465	0.807402	None	0.99277	0.861578
ADORA2A	135	FALSE	FALSE	FALSE	0.807552	0.973499	0.807552	None	0.996251	0.836154
GPR137C	283554	FALSE	FALSE	FALSE	0.807636	0.973499	0.807636	None	0.9925	0.862846
DRC12	283152	FALSE	FALSE	FALSE	0.807657	0.973499	0.807657	None	0.986906	0.874575
SIDT2	51092	FALSE	FALSE	FALSE	0.807684	0.973499	0.807684	None	1	0.813017
HSBP1	3281	FALSE	FALSE	FALSE	0.807701	0.973499	0.807701	None	0.997312	0.836154
TAS2R14	50840	FALSE	FALSE	FALSE	0.807803	0.973522	0.807803	None	0.981358	0.885792
LACTB2	51110	FALSE	FALSE	FALSE	0.807915	0.973522	0.807915	None	0.998133	0.830368
CLEC3A	10143	FALSE	FALSE	FALSE	0.807961	0.973522	0.807961	None	1	0.800061
ZSCAN5A	79149	FALSE	FALSE	FALSE	0.808077	0.973522	0.808077	None	0.997312	0.727601
NKX2-8	26257	FALSE	FALSE	FALSE	0.808091	0.973522	0.808091	None	0.9925	0.862968
SERINC1	57515	FALSE	FALSE	FALSE	0.808109	0.973522	0.808109	None	0.993892	0.74
PI15	51050	FALSE	FALSE	FALSE	0.808164	0.973522	0.808164	None	0.979655	0.800061
DVL1	1855	FALSE	FALSE	FALSE	0.808308	0.973522	0.808308	None	0.61075	
TAS1R3	83756	FALSE	FALSE	FALSE	0.808308	0.973522	0.808308	None	0.61075	
ETV1	2115	FALSE	FALSE	FALSE	0.808344	0.973522	0.808344	None	0.977324	0.887593
TMEM244	253582	FALSE	FALSE	FALSE	0.80836	0.973522	0.80836	None	0.963079	0.913263
WIPF3	644150	FALSE	FALSE	FALSE	0.808413	0.973522	0.808413	None	0.9925	0.862968
ZNF546	339327	FALSE	FALSE	FALSE	0.808426	0.973522	0.808426	None	0.992958	0.855343
PTBP2	58155	FALSE	FALSE	FALSE	0.808504	0.973551	0.808504	None	0.962254	0.844652
OR8G5	219865	FALSE	FALSE	FALSE	0.808805	0.973847	0.808805	None	1	0.666934
ZNF680	340252	FALSE	FALSE	FALSE	0.80912	0.974103	0.80912	None	0.912329	0.954557
LPIN2	9663	FALSE	FALSE	FALSE	0.809126	0.974103	0.809126	None	0.954945	0.855343
ENTREZ:100127889	100127889	FALSE	FALSE	FALSE	0.809329	0.974175	0.809329	None	0.804232	0.976824
TMEM100	55273	FALSE	FALSE	FALSE	0.809346	0.974175	0.809346	None	0.967611	0.83286
DERL1	79139	FALSE	FALSE	FALSE	0.809448	0.974175	0.809448	None	0.992958	0.745202
UACA	55075	FALSE	FALSE	FALSE	0.809549	0.974175	0.809549	None	0.984976	0.879173
KCTD20	222658	FALSE	FALSE	FALSE	0.809602	0.974175	0.809602	None	0.98079	0.800061
LRRN4CL	221091	FALSE	FALSE	FALSE	0.809643	0.974175	0.809643	None	0.911121	0.8963
TIPARP	25976	FALSE	FALSE	FALSE	0.80972	0.974175	0.80972	None	0.992958	0.857833
MSLN	10232	FALSE	FALSE	FALSE	0.809753	0.974175	0.809753	None	0.976106	0.887943
ODAD2P1	101060171	FALSE	FALSE	FALSE	0.809783	0.974175	0.809783	None	0.865467	0.965144
PRAC1	84366	FALSE	FALSE	FALSE	0.809884	0.974175	0.809884	None	0.962254	0.916345
TIMM13	26517	FALSE	FALSE	FALSE	0.809897	0.974175	0.809897	None	0.977041	0.887593
ENTREZ:80761	80761	FALSE	FALSE	FALSE	0.809903	0.974175	0.809903	None	0.975023	0.813967
TRIM49B	283116	FALSE	FALSE	FALSE	0.810029	0.974175	0.810029	None	0.975023	0.812303
CALML4	91860	FALSE	FALSE	FALSE	0.810032	0.974175	0.810032	None	0.9755	0.889318
CSF1R	1436	FALSE	FALSE	FALSE	0.810051	0.974175	0.810051	None	0.837124	0.919733
MED13	9969	FALSE	FALSE	FALSE	0.810056	0.974175	0.810056	None	0.91962	0.886574
PRR27	401137	FALSE	FALSE	FALSE	0.810123	0.974191	0.810123	None	0.864602	0.965762
GOPC	57120	FALSE	FALSE	FALSE	0.810257	0.974266	0.810257	None	0.964013	0.836154
MMP26	56547	FALSE	FALSE	FALSE	0.810294	0.974266	0.810294	None	0.990983	0.863829
KCNMB4	27345	FALSE	FALSE	FALSE	0.81056	0.974435	0.81056	None	0.992958	0.770833
GARIN6	196472	FALSE	FALSE	FALSE	0.810623	0.974435	0.810623	None	0.985689	0.875871
NAA40	79829	FALSE	FALSE	FALSE	0.81068	0.974435	0.81068	None	0.939908	0.935227
PAM	5066	FALSE	FALSE	FALSE	0.810689	0.974435	0.810689	None	0.91962	0.887593
ETV6	2120	FALSE	FALSE	FALSE	0.810716	0.974435	0.810716	None	0.989035	0.868866
TTC8	123016	FALSE	FALSE	FALSE	0.810795	0.974435	0.810795	None	0.997177	0.836154
GATA5	140628	FALSE	FALSE	FALSE	0.810815	0.974435	0.810815	None	0.874968	0.908857
C6orf163	206412	FALSE	FALSE	FALSE	0.81087	0.974436	0.81087	None	0.984976	0.792799
PTGS2	5743	FALSE	FALSE	FALSE	0.810977	0.974451	0.810977	None	0.982994	0.880654
LCE3D	84648	FALSE	FALSE	FALSE	0.810991	0.974451	0.810991	None	1	0.709171
NOL6	65083	FALSE	FALSE	FALSE	0.811097	0.974513	0.811097	None	0.96048	0.916465
CCT2	10576	FALSE	FALSE	FALSE	0.811205	0.974514	0.811205	None	0.963079	0.839897
EPN2	22905	FALSE	FALSE	FALSE	0.811207	0.974514	0.811207	None	0.948002	0.929744
EIF4EBP3	8637	FALSE	FALSE	FALSE	0.811301	0.97452	0.811301	None	0.808104	0.97644
BLMH	642	FALSE	FALSE	FALSE	0.811321	0.97452	0.811321	None	0.911121	0.8963
MPP4	58538	FALSE	FALSE	FALSE	0.811429	0.974545	0.811429	None	0.91962	0.886826
SERPINA5	5104	FALSE	FALSE	FALSE	0.811524	0.974545	0.811524	None	0.930707	0.875871
BTBD7	55727	FALSE	FALSE	FALSE	0.811548	0.974545	0.811548	None	1	0.808135
CCDC28A-AS1	100507462	FALSE	FALSE	FALSE	0.811612	0.974545	0.811612	None	0.968163	0.83286
SLC2A8	29988	FALSE	FALSE	FALSE	0.811639	0.974545	0.811639	None	0.992958	0.770988
SNTB2	6645	FALSE	FALSE	FALSE	0.811684	0.974545	0.811684	None	0.954945	0.921032
PLCXD2	257068	FALSE	FALSE	FALSE	0.811722	0.974545	0.811722	None	0.857732	0.914559
BPI	671	FALSE	FALSE	FALSE	0.811846	0.974565	0.811846	None	0.91962	0.945081
ATP6V0E1	8992	FALSE	FALSE	FALSE	0.811847	0.974565	0.811847	None	0.974583	0.818742
C11orf42	160298	FALSE	FALSE	FALSE	0.811964	0.974597	0.811964	None	0.979419	0.800691
ATF7IP	55729	FALSE	FALSE	FALSE	0.812001	0.974597	0.812001	None	0.911121	0.955275
EMID1	129080	FALSE	FALSE	FALSE	0.812127	0.974597	0.812127	None	0.989346	0.866785
RBMS3	27303	FALSE	FALSE	FALSE	0.812144	0.974597	0.812144	None	0.967611	0.908582
RGL4	266747	FALSE	FALSE	FALSE	0.812146	0.974597	0.812146	None	1	0.755391
ZNF669	79862	FALSE	FALSE	FALSE	0.812255	0.974622	0.812255	None	1	0.566047
GMCL1	64395	FALSE	FALSE	FALSE	0.81234	0.974622	0.81234	None	0.975023	0.891227
COA7	65260	FALSE	FALSE	FALSE	0.81236	0.974622	0.81236	None	0.949007	0.927883
PLD6	201164	FALSE	FALSE	FALSE	0.812384	0.974622	0.812384	None	0.981358	0.881724
DBN1	1627	FALSE	FALSE	FALSE	0.812525	0.974644	0.812525	None	0.9925	0.772688
RUNX3	864	FALSE	FALSE	FALSE	0.812556	0.974644	0.812556	None	0.821867	0.928646
ASB6	140459	FALSE	FALSE	FALSE	0.812586	0.974644	0.812586	None	0.925146	0.878201
C1QL1	10882	FALSE	FALSE	FALSE	0.812745	0.974644	0.812745	None	0.990114	0.776869
DHRS4	10901	FALSE	FALSE	FALSE	0.812752	0.974644	0.812752	None	0.977324	0.887593
MIPEP	4285	FALSE	FALSE	FALSE	0.812785	0.974644	0.812785	None	0.915517	0.949624
ZNF461	92283	FALSE	FALSE	FALSE	0.812951	0.974644	0.812951	None	0.98339	0.879291
CDC73	79577	FALSE	FALSE	FALSE	0.812975	0.974644	0.812975	None	0.803853	0.937637
NKX2-6	137814	FALSE	FALSE	FALSE	0.813	0.974644	0.813	None	0.993098	0.843645
FPGS	2356	FALSE	FALSE	FALSE	0.813023	0.974644	0.813023	None	0.987568	0.86928
DNAI1	27019	FALSE	FALSE	FALSE	0.813078	0.974644	0.813078	None	0.962662	0.843645
COA5	493753	FALSE	FALSE	FALSE	0.81308	0.974644	0.81308	None	0.91962	0.945081
HEATR5B	54497	FALSE	FALSE	FALSE	0.813204	0.974644	0.813204	None	0.923209	0.942447
CCDC74B	91409	FALSE	FALSE	FALSE	0.813277	0.974644	0.813277	None	0.6079	
TOMM70	9868	FALSE	FALSE	FALSE	0.813319	0.974644	0.813319	None	0.914702	0.89481
THAP8	199745	FALSE	FALSE	FALSE	0.813332	0.974644	0.813332	None	1	0.765647
CLSTN1	22883	FALSE	FALSE	FALSE	0.813413	0.974644	0.813413	None	1	0.816776
MPZL1	9019	FALSE	FALSE	FALSE	0.81343	0.974644	0.81343	None	0.992958	0.857833
ANXA6	309	FALSE	FALSE	FALSE	0.813435	0.974644	0.813435	None	0.992958	0.857485
FAM43A	131583	FALSE	FALSE	FALSE	0.813691	0.974868	0.813691	None	1	0.695724
SH2D3C	10044	FALSE	FALSE	FALSE	0.813731	0.974868	0.813731	None	0.992958	0.846101
IGFL2	147920	FALSE	FALSE	FALSE	0.813855	0.974935	0.813855	None	0.987694	0.783794
PNPT1	87178	FALSE	FALSE	FALSE	0.813896	0.974935	0.813896	None	0.985067	0.792799
RPL7	6129	FALSE	FALSE	FALSE	0.813981	0.974972	0.813981	None	0.998059	0.830191
ZNF780B	163131	FALSE	FALSE	FALSE	0.814079	0.975023	0.814079	None	0.962254	0.844498
SLC25A10	1468	FALSE	FALSE	FALSE	0.814402	0.975237	0.814402	None	0.925146	0.882156
OTUB1	55611	FALSE	FALSE	FALSE	0.814436	0.975237	0.814436	None	0.922369	0.943982
LCE1F	353137	FALSE	FALSE	FALSE	0.814443	0.975237	0.814443	None	0.948229	0.928646
ODAD1	93233	FALSE	FALSE	FALSE	0.814475	0.975237	0.814475	None	0.962254	0.846959
